PetID,cb_1,cb_2,cb_3,cb_4
91ef9278d,0.39206016,0.29817945,0.17624399,0.13351639
ac31057e6,0.10576195,0.14083633,0.41283014,0.34057158
fd32ce3ef,0.17372562,0.19123842,0.22692959,0.40810636
3e3743dc7,0.22576144,0.21706623,0.23432314,0.32284918
3a97c693e,0.26915473,0.26377085,0.24086665,0.22620778
b4835265a,0.1894666,0.19465421,0.21039931,0.40547988
6f665c704,0.2589266,0.23108429,0.2594549,0.2505342
97bb6502c,0.4511818,0.2974058,0.16117953,0.09023286
f376f922e,0.29853815,0.27591383,0.24466598,0.18088205
8af1b11ce,0.17509456,0.18975757,0.20991097,0.42523688
1e39a9ea7,0.3909499,0.27184454,0.19889894,0.13830662
d38ce48c2,0.24952875,0.21769397,0.20316109,0.3296162
bea0802eb,0.2000402,0.21174566,0.25018337,0.33803076
c9595d1f6,0.25310403,0.25819522,0.2460191,0.24268167
ddc3af1ee,0.21390592,0.26715395,0.30884358,0.21009655
6464f2352,0.21921475,0.23230101,0.29975253,0.24873172
ac6d69d99,0.23883213,0.23674983,0.24025944,0.2841586
99be827e6,0.22196738,0.28509718,0.30777028,0.18516517
76c073021,0.19779769,0.2542829,0.29003078,0.25788867
2455effb8,0.11808626,0.19553952,0.52372444,0.1626498
8ff66c239,0.19242716,0.2084505,0.24912857,0.3499938
4d7dd6115,0.26347795,0.22568509,0.3011459,0.20969105
fa7c7d1be,0.12130598,0.2026233,0.3971331,0.2789376
88819fc55,0.20139104,0.2037404,0.21779895,0.3770696
8af4db3f3,0.2360897,0.23354438,0.2379516,0.2924143
5a828ec3e,0.27489933,0.42459008,0.23279282,0.06771779
e56dc823a,0.18208236,0.191723,0.21040279,0.41579184
24731a12c,0.24817698,0.25274473,0.25284377,0.2462345
66757255c,0.20788623,0.17894843,0.18307856,0.43008676
5c039d8c1,0.46200144,0.28827873,0.17103185,0.078688
9e3e99760,0.3777907,0.2673655,0.18961994,0.16522387
eb4eef57a,0.06875283,0.102156036,0.2207071,0.608384
49113adb2,0.28890508,0.2760952,0.24997294,0.18502675
093cce3a1,0.24291605,0.2539967,0.25712496,0.24596228
4e9a13862,0.1629405,0.25361452,0.36236367,0.2210813
3816b16b4,0.33670032,0.27790818,0.21896738,0.16642413
1539be087,0.25691852,0.23531058,0.23985346,0.26791742
5ba0605b9,0.1799876,0.19044651,0.21342318,0.4161427
d6c60a52d,0.41932642,0.23822176,0.20774162,0.13471021
ab48d21e0,0.23802578,0.24077247,0.23782384,0.28337792
83166fea8,0.3387603,0.25189522,0.22622478,0.18311971
a89fd1f1e,0.26823932,0.24970374,0.23956752,0.24248944
40b31be60,0.24312168,0.26536185,0.26340553,0.22811094
d1265050f,0.11541168,0.14789808,0.34293818,0.39375207
4ec9289df,0.2443454,0.23792934,0.17741539,0.34030986
3a3ae56f1,0.08618849,0.10173211,0.19390698,0.6181724
e46373e2e,0.21373077,0.26103264,0.31866577,0.2065708
f3755376e,0.22440125,0.22877406,0.24003612,0.30678856
3d6f14681,0.20031282,0.21911193,0.31545144,0.26512378
e333feca8,0.28969756,0.28931382,0.23565072,0.1853379
649930cc8,0.16489358,0.18437782,0.21377882,0.4369498
9b11972b0,0.21698111,0.25905326,0.24278918,0.28117645
6d18707ee,0.20851924,0.289766,0.31303605,0.1886787
eb90062ec,0.16431093,0.15537979,0.32148165,0.35882762
461185d51,0.45402667,0.26083976,0.17156059,0.11357298
63fda9824,0.24182208,0.22443153,0.23478177,0.29896462
f9715a897,0.24979126,0.25241005,0.25561064,0.24218804
f304e7fb3,0.1820954,0.19101854,0.21202722,0.41485885
d4ec04b8e,0.20143041,0.31270477,0.33404905,0.15181576
dbf579546,0.27088514,0.26171246,0.23946862,0.22793378
fc2925be3,0.2840801,0.2267032,0.3120529,0.17716382
2e9a53eb0,0.23931645,0.24943262,0.248592,0.2626589
0f15ed6ab,0.27873552,0.24957243,0.25024098,0.22145106
933da53ee,0.22452335,0.23172212,0.24446303,0.2992915
4f6a0e54d,0.25196016,0.20055892,0.18871032,0.3587706
7bda94ad0,0.11578136,0.14426841,0.20940597,0.5305442
d14d62508,0.20119482,0.21392672,0.22977081,0.35510767
a90da3a12,0.06958578,0.12150479,0.2122448,0.59666467
3759a1d40,0.24045375,0.25977042,0.25785235,0.24192351
27ef6e605,0.18748388,0.19654274,0.20892416,0.4070492
060b52c3b,0.20492995,0.22387876,0.25987116,0.31132013
7ecaa8636,0.16688244,0.25152978,0.40675542,0.17483234
00b23513e,0.500516,0.27465025,0.13825628,0.08657746
71f245b82,0.2305534,0.24499413,0.24788629,0.27656618
ff3d455a0,0.5375391,0.3017037,0.10605769,0.05469951
00e50c7a7,0.24195164,0.25290307,0.25081447,0.2543308
6341e0577,0.23774092,0.23555273,0.23833959,0.28836676
d8664fb93,0.27390698,0.26334926,0.23954786,0.22319591
65d10be4d,0.2399648,0.31639868,0.29521033,0.14842619
783a31182,0.2559009,0.24327436,0.254982,0.24584277
f600368fb,0.22604267,0.23081484,0.24050407,0.3026384
c32eb7405,0.5464493,0.27511096,0.13634256,0.04209717
3ee594f5a,0.42266205,0.3857624,0.14762379,0.043951772
05febeea3,0.2178091,0.23209243,0.23538402,0.31471446
d92c5c2df,0.27179158,0.24369866,0.24054377,0.24396601
198a73c5e,0.10418299,0.22236462,0.36786875,0.30558366
393198f9d,0.31696525,0.2631042,0.22634585,0.19358468
d4bffbe04,0.52078635,0.29957375,0.11823689,0.061402995
1f7c7c248,0.18145174,0.19224745,0.21645083,0.40984997
457bdfb16,0.2491371,0.23781037,0.23513553,0.277917
da4da9308,0.23701505,0.24247259,0.23001534,0.290497
18cd75354,0.27151626,0.2600421,0.2343337,0.23410793
0eade2f7c,0.06326221,0.1090126,0.27296075,0.55476445
364e3ac89,0.23981084,0.22997136,0.22861487,0.30160293
0ce80622f,0.21602425,0.22267461,0.29843238,0.26286876
619f26bfc,0.17677747,0.2626563,0.4002568,0.16030943
1d1f2ed1b,0.30874598,0.2774175,0.22023983,0.19359668
be7b65c23,0.07873214,0.120701775,0.22822875,0.5723373
e454518b8,0.24247196,0.24060905,0.24792123,0.26899776
d57b8c2fe,0.24849495,0.23692887,0.26004004,0.25453615
1534419ad,0.24633636,0.24959713,0.24654953,0.25751698
1e1727250,0.22189485,0.27348065,0.30454186,0.20008264
0b3b23c20,0.18299626,0.15426712,0.22766055,0.43507606
71e5aca0a,0.026819685,0.06481806,0.093168214,0.815194
2b3fc0265,0.2589184,0.26520672,0.24717285,0.22870204
e825b8b9f,0.22440125,0.22877406,0.24003612,0.30678856
b6004bb5d,0.22794507,0.22069477,0.23833506,0.3130251
da5ae6aa9,0.26429766,0.2597566,0.24557458,0.23037116
8132fabfd,0.06400129,0.2368886,0.60906374,0.09004637
282139c6d,0.23813942,0.19817054,0.25195724,0.31173277
19d68bcc8,0.3614387,0.26006544,0.21332678,0.16516908
268cdb435,0.2829868,0.2622608,0.23678172,0.21797068
fdffad0c0,0.26253062,0.2646361,0.24403286,0.22880042
bf456451e,0.20553479,0.44911587,0.28909802,0.056251295
9ceada263,0.24725522,0.2546726,0.251317,0.24675521
9495fed48,0.16666771,0.33193442,0.39153767,0.10986019
b26bf64a6,0.19965084,0.2081266,0.219622,0.37260053
d3ec31e51,0.099322684,0.12604077,0.21765758,0.556979
71e96f977,0.2068898,0.21354866,0.28815094,0.29141062
11a3fb06e,0.021860644,0.057346217,0.07911523,0.8416779
88cdc9a60,0.1803407,0.17221847,0.24888475,0.39855605
53b996932,0.24312168,0.26536185,0.26340553,0.22811094
3c8468196,0.15097931,0.16170087,0.23850048,0.44881934
1fba191e3,0.1046005,0.14220779,0.27005506,0.48313668
95b24de4a,0.24525693,0.2429248,0.24549012,0.26632816
640e18ef0,0.253801,0.28346828,0.25888225,0.2038485
780dff088,0.24395145,0.23979983,0.24654149,0.26970723
236824e39,0.32414585,0.24716598,0.22234134,0.20634681
daeac2b84,0.25372878,0.44052157,0.24211901,0.063630655
15dc4c629,0.2647572,0.22217293,0.32053354,0.19253634
ef9154afe,0.31816646,0.28899235,0.21576503,0.17707616
b48b65ef2,0.2625791,0.2862469,0.2573668,0.19380718
9102809eb,0.421179,0.2357749,0.2287692,0.11427691
0b110b315,0.16196044,0.21311453,0.19707665,0.4278484
e40368c38,0.19494769,0.20373337,0.23305053,0.36826843
c68bc0253,0.092407465,0.14923184,0.5764428,0.1819179
f64a1a0c4,0.25486085,0.24677509,0.22120151,0.27716255
c36ffffdc,0.26845673,0.2666204,0.21843557,0.2464873
8d83c952c,0.26322687,0.27102795,0.25535536,0.21038985
5fc06cf73,0.20939878,0.23207062,0.3303799,0.2281507
6fcee4bee,0.14249216,0.16432525,0.27565813,0.41752446
3604fc814,0.24543001,0.2670226,0.25961477,0.22793262
ebe1f2665,0.2517135,0.23900756,0.24368154,0.26559737
b66a74309,0.17184272,0.1882158,0.20897934,0.43096215
3fd75e77d,0.22505574,0.23564693,0.25509077,0.28420654
288445cbd,0.06874857,0.08828081,0.22890052,0.6140701
2485efd0a,0.22068527,0.24654393,0.2702691,0.2625017
b0a24f910,0.2475057,0.23477852,0.24452826,0.27318752
0ff7245bd,0.254034,0.2630759,0.24371806,0.23917206
0fc2dc3cb,0.25617263,0.27475947,0.28044015,0.18862776
4cbc3433e,0.23067012,0.36401808,0.2717039,0.13360786
a8a3c4f49,0.27819052,0.25698483,0.23950331,0.22532134
3308b3980,0.19722016,0.2211372,0.30986515,0.27177748
8c75e5189,0.2433803,0.2444331,0.25564122,0.25654536
1c4afcc03,0.10103481,0.18369961,0.36791703,0.34734854
b5ce44276,0.20022371,0.23591612,0.3007551,0.26310503
6aa6cfaaa,0.29720247,0.40729403,0.20381385,0.09168964
faca11616,0.24426757,0.2551683,0.2616705,0.23889366
c1680e63c,0.12466167,0.18838502,0.30339435,0.38355896
fa27f275a,0.22507218,0.24669376,0.28422907,0.24400501
1a51506e1,0.27493832,0.26603132,0.24860698,0.21042338
fe4b30cfb,0.2828374,0.23020007,0.23260714,0.2543554
c6d39a0fa,0.4261907,0.28147417,0.16652365,0.12581149
bea8484a3,0.21509153,0.5375495,0.17353755,0.0738214
0d4e58071,0.2986865,0.27548096,0.23395793,0.1918746
bca099371,0.21456113,0.23509794,0.29466826,0.25567266
1aa3952c1,0.278232,0.23303503,0.23473696,0.253996
db3fce97e,0.24624915,0.2775613,0.27375102,0.20243852
f0063c5b6,0.11332616,0.18982923,0.3551949,0.34164968
600f8eb25,0.2787893,0.26007393,0.23806958,0.22306718
15e5b6d26,0.1713256,0.19132437,0.23184414,0.4055059
17c4b0394,0.21222919,0.23104963,0.28998536,0.2667358
40843af1e,0.239637,0.26542836,0.26189688,0.23303775
f7b84bc3b,0.23016874,0.22858822,0.25346887,0.28777418
873996ad0,0.24079311,0.24324362,0.24958777,0.2663755
f3b4e3f5c,0.23315549,0.23554383,0.25492057,0.2763801
4a1702099,0.1850641,0.21684088,0.25455004,0.343545
f7ada8363,0.18391556,0.14599533,0.29691958,0.37316954
c135c6b15,0.16446094,0.18318494,0.2098684,0.44248572
dd308e46b,0.23750208,0.23439647,0.2371635,0.29093793
bea72e6c5,0.022538844,0.04495389,0.10787515,0.8246321
f58424835,0.23694827,0.24829654,0.2623782,0.252377
7f08520d7,0.2514237,0.25497362,0.24589401,0.2477087
0c28877b7,0.21300839,0.21793711,0.2658164,0.30323812
c4d225c88,0.23752864,0.31356692,0.3194522,0.12945226
6db506983,0.4586954,0.29116035,0.18753195,0.06261231
3e101e353,0.2973244,0.2759684,0.23731689,0.18939032
0c862b8a3,0.11627667,0.164991,0.21762338,0.50110894
15b6026b1,0.19650786,0.21166553,0.26776475,0.32406187
a116545f6,0.29832315,0.28043824,0.23620121,0.18503739
a3449e0d0,0.25487,0.2190757,0.23315348,0.29290083
c0545b660,0.23292011,0.27002934,0.2853944,0.21165617
6fc2970d6,0.1391928,0.3195985,0.44675094,0.09445777
1d5870131,0.24872512,0.2663455,0.25549358,0.22943583
14fb52f07,0.47556147,0.29269183,0.13137841,0.1003683
cbefe3979,0.29182982,0.26662946,0.23606032,0.20548038
e3672355d,0.23736155,0.24529064,0.27034876,0.24699904
f104f8045,0.524837,0.31187528,0.12066505,0.04262267
1253241be,0.13021706,0.24410753,0.40412736,0.22154805
f7bf646ee,0.12518938,0.18273088,0.23601165,0.45606807
d09a7dda3,0.32040122,0.42027485,0.20296162,0.056362327
720db9cb3,0.039426748,0.092687264,0.12738158,0.74050444
15592a54c,0.19098742,0.2285466,0.2998278,0.28063816
0063bd7e0,0.19324249,0.20072268,0.22143047,0.38460436
ef70f3263,0.29274333,0.27724075,0.23496936,0.19504657
98caf2809,0.2865096,0.25322852,0.23776482,0.22249706
205dd56e1,0.21813653,0.22992146,0.29305655,0.25888547
4e1033fe2,0.3019382,0.27439815,0.227036,0.19662763
093a35049,0.4363217,0.31830016,0.14382504,0.1015531
300c91d3a,0.3030799,0.29067832,0.22965932,0.17658246
bbcaecdd4,0.22012928,0.23211953,0.28023833,0.26751286
ad6e56af2,0.24571596,0.21782474,0.23330155,0.30315775
b41d5c9c4,0.20269594,0.22841269,0.30005157,0.2688398
e99eda1f6,0.14103793,0.17898124,0.26142496,0.41855586
f3a9092a2,0.1579146,0.24512121,0.35178575,0.24517845
c34b20922,0.4289282,0.3786486,0.15551463,0.03690856
1cc66d907,0.17343047,0.18566331,0.21051325,0.43039298
de08c8d31,0.35845008,0.2637921,0.21300066,0.16475716
e303359a7,0.20605573,0.20828402,0.22500746,0.3606528
1f470d9f4,0.05018091,0.110503025,0.17396578,0.66535026
bcf13ec9d,0.26998794,0.19187824,0.23514813,0.3029857
61f0927c3,0.5809478,0.24757944,0.097346134,0.074126616
a86f09670,0.1670545,0.1832792,0.21315023,0.43651608
b35c61109,0.22770697,0.23908345,0.25387764,0.27933192
46c5fd256,0.24312168,0.26536185,0.26340553,0.22811094
dde3750a1,0.2836136,0.27170855,0.23674333,0.20793453
923da13c4,0.14729106,0.20400645,0.21412115,0.43458134
ba4811f35,0.22856547,0.29824913,0.27870286,0.19448254
8b0ea16a5,0.33111212,0.30414784,0.25735855,0.107381485
b76e8c452,0.40587935,0.23962134,0.2038035,0.15069582
03d59fc21,0.23957327,0.27877074,0.2728984,0.20875758
531452675,0.22684003,0.22976193,0.24461733,0.2987807
9849173ee,0.23835035,0.24347074,0.25175178,0.26642713
514e33268,0.24024445,0.28795058,0.2699792,0.20182577
75f582ad6,0.29487762,0.26965177,0.23515517,0.20031545
6967987d5,0.2926228,0.25754884,0.1948629,0.25496542
764837930,0.16182666,0.21998468,0.284466,0.33372268
94fc65b67,0.054569736,0.11047389,0.18035151,0.65460485
bcec3d919,0.27723408,0.25023365,0.23816839,0.23436388
6f863a03a,0.24092366,0.24714626,0.25938687,0.2525432
e742a643d,0.23808621,0.24843031,0.25480014,0.25868332
150bf58e2,0.20709991,0.30356613,0.36243647,0.1268975
f60779a3b,0.45834365,0.2817154,0.16709317,0.09284778
fcf5f5a0d,0.12908064,0.15170453,0.34469685,0.37451798
75bfbc825,0.23741525,0.24915043,0.2614915,0.2519428
5aeba57be,0.3779092,0.2729596,0.19753912,0.15159208
a4ba78b62,0.34409153,0.27002692,0.21463503,0.17124651
a8d14470d,0.096510135,0.105454095,0.17181915,0.62621665
a6fc65f2d,0.24211082,0.24876127,0.25413406,0.25499383
d5c68b3bf,0.26616162,0.2471038,0.24743001,0.23930456
2de32b48a,0.12873556,0.21941802,0.32752925,0.3243172
44817c8f4,0.15127423,0.49541494,0.2894187,0.06389214
c6cdbebfa,0.25392878,0.24990694,0.25044525,0.24571906
122092781,0.10660002,0.19423099,0.35955185,0.33961713
1652a3e1e,0.22758335,0.24528117,0.36417687,0.1629586
332ae5ab2,0.27887917,0.26555565,0.2526122,0.20295298
41e4cc1de,0.24053048,0.2622928,0.26740894,0.22976778
8dfe4da6a,0.23393038,0.24880263,0.2593093,0.25795773
c06d167ca,0.55240136,0.3208847,0.08286947,0.043844473
3219ad064,0.24692285,0.26945063,0.27478266,0.20884386
a9551ed6d,0.2958027,0.2678766,0.24654207,0.18977866
09af85878,0.26895326,0.22422533,0.23721157,0.26960984
796382bf4,0.06376674,0.09898829,0.2814583,0.55578667
678d21531,0.24426757,0.2551683,0.2616705,0.23889366
7aa58b134,0.24471869,0.25826356,0.26045242,0.2365653
2f3d368d3,0.4315706,0.37665102,0.15132408,0.04045432
d3692d2b2,0.3258023,0.25157043,0.21574953,0.20687774
c8bc66245,0.27009788,0.2735899,0.2479895,0.2083227
d096658bb,0.26586843,0.24228287,0.23850423,0.25334448
27ab49f1a,0.27488106,0.28361803,0.25255692,0.18894395
26d0bfe44,0.22705196,0.25129697,0.26858798,0.2530631
1dff1959b,0.069915846,0.079566665,0.229088,0.6214295
4f5205d2b,0.21392153,0.21259461,0.22920887,0.344275
c6c8c73e5,0.60282874,0.26302347,0.09975879,0.034389
040736f83,0.24312168,0.26536185,0.26340553,0.22811094
9b8a35f8b,0.370583,0.23733114,0.21524847,0.1768374
e2b5913e7,0.17984912,0.19133925,0.21006629,0.41874534
ac52ba660,0.47665823,0.3474738,0.112919316,0.06294867
923a03e90,0.31118244,0.23609404,0.22308469,0.22963884
408d4d8e0,0.28245366,0.300848,0.1920702,0.22462814
fed3c719a,0.24582991,0.23739916,0.26232195,0.25444898
01dac4b22,0.2360897,0.23354438,0.2379516,0.2924143
efeabd288,0.24001849,0.2638782,0.26841003,0.2276933
4540f8e9c,0.25868756,0.2727266,0.2681617,0.20042415
3ed60e624,0.18275455,0.44817078,0.32361338,0.045461304
b7135cf44,0.307042,0.25991565,0.23297283,0.20006955
a5205f8ab,0.14051881,0.275459,0.40561524,0.17840698
1b3492bde,0.20370118,0.22432427,0.3181917,0.25378284
de35c9f48,0.2596397,0.25410795,0.24655697,0.23969539
3e242ed8c,0.24263997,0.25290713,0.25182456,0.25262836
f8e3fabe6,0.17519842,0.33026233,0.37178582,0.12275343
1076dcc35,0.32095805,0.21602829,0.21971104,0.24330263
6c44c99ef,0.17437223,0.18964386,0.27420643,0.36177745
797725280,0.24363539,0.26376218,0.26241785,0.23018458
3006cd3eb,0.31802896,0.30304357,0.25116828,0.12775922
daa73505c,0.3481902,0.27845407,0.19727398,0.17608176
cd7bea671,0.1960092,0.23270139,0.32873258,0.24255681
f35683806,0.24715166,0.258723,0.25600523,0.23812012
121c5faca,0.3885031,0.3945289,0.17528626,0.041681763
811b66c3e,0.5166216,0.22956973,0.10678392,0.14702475
eeb60466e,0.19587821,0.18879656,0.25613132,0.35919392
30319970f,0.2436877,0.32087344,0.27703902,0.15839985
e4ab25214,0.19295979,0.20134884,0.24911925,0.35657212
35ec69571,0.34725642,0.27490306,0.20951438,0.16832614
7d86df9b0,0.25366277,0.26053774,0.24681929,0.23898022
695ae7cbe,0.31445342,0.2711258,0.22659436,0.18782642
1c07c6ee5,0.23810165,0.25966755,0.27265412,0.22957668
9725bf4d2,0.24706827,0.31072235,0.28075075,0.16145863
9f1ba804c,0.41206378,0.3474522,0.1597267,0.080757335
45ba264f2,0.118698135,0.2316049,0.36556888,0.28412807
5ab4a7a66,0.2655014,0.29109114,0.18497442,0.25843304
19cd32fd6,0.24927825,0.26475626,0.25758952,0.22837597
ee8ddae7b,0.23808621,0.24843031,0.25480014,0.25868332
b4d0c60b6,0.37740874,0.2731233,0.21521796,0.13425
e4aadf23c,0.19804232,0.23218171,0.29911843,0.2706575
32efae9d5,0.19195257,0.46026823,0.27011165,0.07766757
92b89a666,0.19558108,0.22600125,0.29480445,0.2836132
181fb7dae,0.25757334,0.28618047,0.26241916,0.19382702
e653e3c51,0.16282728,0.28343174,0.4617664,0.0919746
8e8080bbe,0.23722157,0.24580635,0.26633444,0.25063765
5d00ca4d0,0.24706416,0.26040608,0.25605986,0.23646992
4fbe0c2e5,0.20462228,0.23543474,0.2971671,0.2627759
2aaa0c8b6,0.23380314,0.2703824,0.27231658,0.22349787
85fc3c314,0.2880624,0.2522935,0.23831736,0.22132674
02a13b2cb,0.040366873,0.10211116,0.12906328,0.7284587
f50997846,0.26987764,0.2626145,0.24251729,0.22499056
08fc1372f,0.30824566,0.27649057,0.23088323,0.18438055
e66ee4be8,0.24543001,0.2670226,0.25961477,0.22793262
f5fd255aa,0.20640162,0.13956079,0.19286557,0.46117204
ba7ae0448,0.43536812,0.37559927,0.1461851,0.042847514
c1e816568,0.23780037,0.24805401,0.26597247,0.24817315
23d2b8824,0.3230928,0.24531794,0.22120409,0.21038517
0b90767fa,0.24312168,0.26536185,0.26340553,0.22811094
d65b5a052,0.1814805,0.36373258,0.34413257,0.11065436
5e5038eb5,0.17184272,0.1882158,0.20897934,0.43096215
fa94b21d1,0.31916958,0.24736188,0.22372249,0.20974603
fcdfc6cdd,0.23066555,0.21300285,0.23144677,0.32488483
9eb98f34c,0.24001849,0.2638782,0.26841003,0.2276933
85327438d,0.3910765,0.2597029,0.25080395,0.09841667
0164a9cfb,0.23950043,0.26168114,0.27471015,0.2241083
8910ea0f4,0.096412495,0.3464134,0.48346815,0.073705934
4c26cf05d,0.23780037,0.24805401,0.26597247,0.24817315
283d778d2,0.22425613,0.25431615,0.2725045,0.24892323
bfb19deda,0.036377106,0.0735584,0.14527428,0.7447902
ae6a2116c,0.17984912,0.19133925,0.21006629,0.41874534
6f93a41c5,0.051358737,0.08386231,0.19644907,0.6683299
9e4420002,0.25102457,0.25781298,0.2536999,0.23746255
24fad6b0b,0.25544944,0.25972676,0.24153969,0.2432841
c96423707,0.2757295,0.28013158,0.2627897,0.18134922
933b2b3d4,0.31162417,0.278375,0.22456005,0.18544078
64904cb52,0.25642607,0.26481104,0.25228652,0.22647637
e4e5ea1d2,0.14008358,0.14762373,0.3254105,0.38688222
c27c5a029,0.39815885,0.28518376,0.21994722,0.096710175
e2e5b8ae2,0.24782868,0.25791118,0.25250128,0.24175887
fed43b600,0.28476468,0.2724233,0.24227588,0.20053615
ea433c341,0.07324634,0.18433909,0.63663965,0.10577492
e1b0baf8a,0.24719535,0.25209787,0.25167525,0.24903154
9827921f8,0.23671208,0.2489624,0.26628324,0.24804229
fc32f63d1,0.24496965,0.23933701,0.23824151,0.27745184
7c9e666a7,0.34641325,0.261037,0.21262799,0.17992176
7821d724c,0.20369348,0.2082935,0.22093879,0.36707425
ec30a3b11,0.28561231,0.28769836,0.23677202,0.18991733
e92d3d4cf,0.23433776,0.23914301,0.24839793,0.2781213
b30bcaab6,0.042073473,0.092524044,0.16830578,0.6970967
5bc5b43ae,0.21852025,0.44497684,0.2515057,0.08499719
9c1b4bb55,0.13329095,0.3506374,0.41720706,0.09886458
f8b702182,0.2844089,0.26341397,0.23511986,0.21705727
cac68ead1,0.12654051,0.21621962,0.4100625,0.24717738
3a916e954,0.12729,0.16817763,0.31953585,0.3849965
83b705aaa,0.37312776,0.27101755,0.29383504,0.06201963
c8daba029,0.24767573,0.25926796,0.25523487,0.23782144
7fd44f9f3,0.4889825,0.31988838,0.1507472,0.04038191
3bedb1ef9,0.23612843,0.24414639,0.25723198,0.2624932
9edb2d79a,0.29568225,0.2748812,0.23112428,0.19831227
6d1c281f9,0.2711768,0.26418927,0.24031202,0.22432193
d605fa35d,0.16217099,0.26468727,0.406498,0.16664377
b5aa74c6a,0.14329992,0.27048096,0.35242304,0.2337961
1fe400328,0.21779242,0.2233887,0.23256817,0.3262507
ae6db87d4,0.3300111,0.2602335,0.21605502,0.19370039
348665874,0.32675236,0.21714531,0.20008247,0.2560199
e0efe2c72,0.2461423,0.26332504,0.26253238,0.2280003
448770499,0.2990841,0.23080635,0.23534665,0.23476289
e301ab49c,0.225333,0.24493878,0.2813101,0.24841811
88c193102,0.25579002,0.27539122,0.27569294,0.19312581
41e792442,0.17773345,0.19740354,0.23152868,0.39333433
1ff51137d,0.31976244,0.27769715,0.22564968,0.17689075
117059fe3,0.07943433,0.097923875,0.2446922,0.5779496
68a603bc3,0.21463197,0.2376583,0.31546378,0.23224594
ba021efa9,0.30369064,0.28184122,0.23344944,0.1810187
37ae0cd69,0.26564398,0.26386485,0.24354102,0.22695015
172d395a5,0.24215356,0.28518337,0.27693853,0.19572455
d4ae1eedd,0.3169382,0.2617927,0.22291942,0.19834968
a72a34bdf,0.26348794,0.2621113,0.2404767,0.23392406
ca659fd81,0.23931645,0.24943262,0.248592,0.2626589
d59322d58,0.32290915,0.3190932,0.2382721,0.11972556
fe1c36fb1,0.20263988,0.20836921,0.21678227,0.37220865
746fb982c,0.23546597,0.25355327,0.26306686,0.2479139
1f2065428,0.30206707,0.27506074,0.25700286,0.16586931
7977491da,0.21828184,0.41529655,0.28833252,0.0780891
870e7158b,0.3498564,0.26382464,0.21474499,0.17157398
03a3fb084,0.25575915,0.25652415,0.24514075,0.24257597
35fdb89c9,0.24137773,0.2890128,0.2882315,0.181378
259dc7e9a,0.24662094,0.24648887,0.25477654,0.25211364
79314275c,0.3165231,0.2739677,0.22532634,0.18418282
60bf93971,0.22378176,0.23550728,0.28348723,0.25722373
15ee5f008,0.21037705,0.2679115,0.28199202,0.23971944
382e4bddd,0.23238038,0.25154966,0.24710655,0.26896343
b05d0484f,0.15993676,0.24575356,0.42414957,0.17016013
3653c9384,0.2494991,0.24199209,0.23921946,0.26928937
4e774a9c7,0.24425082,0.2626286,0.25964394,0.23347664
b38e94f39,0.3001795,0.2827536,0.23810129,0.17896561
22e507b33,0.22253202,0.22595827,0.2802171,0.2712926
9bfddbc4c,0.3218644,0.27739948,0.22206703,0.1786691
405b63ca5,0.13606319,0.35026783,0.4413655,0.07230345
eb4f09e0e,0.24706416,0.26040608,0.25605986,0.23646992
5980b0699,0.19315453,0.35435098,0.30862847,0.14386602
49303270e,0.266033,0.25536326,0.24516067,0.2334431
28d20bc71,0.24902223,0.22986932,0.25501728,0.26609117
43fe381b3,0.21946934,0.23406416,0.2775771,0.26888937
eea0cb464,0.4654427,0.2768944,0.16347034,0.09419259
9ad6f6fae,0.24001849,0.2638782,0.26841003,0.2276933
747c82f83,0.16023166,0.29754204,0.30032566,0.24190062
0833744e6,0.18872124,0.19949925,0.23951744,0.37226206
002230dea,0.242719,0.2559444,0.24702694,0.25430965
e40073625,0.23326561,0.24546604,0.26701805,0.25425032
7a0942d61,0.18604936,0.15603499,0.21095127,0.44696438
485bebd4f,0.21262336,0.25257584,0.2947579,0.2400429
508df8433,0.30596936,0.26585737,0.23480535,0.19336794
374b76068,0.17184272,0.1882158,0.20897934,0.43096215
a32e58f2f,0.22922777,0.2441496,0.27051887,0.25610375
cfb8b6b93,0.37711927,0.27961773,0.2190828,0.12418018
9185b2ed3,0.24220078,0.26439407,0.25845188,0.23495325
c82b8b2c4,0.14223605,0.19450791,0.16051003,0.502746
e9b1363e5,0.24725522,0.2546726,0.251317,0.24675521
4745e5286,0.18367964,0.1801196,0.1854113,0.45078945
ed8703dd2,0.12481054,0.13745596,0.25970376,0.47802976
b73079713,0.3494181,0.27051607,0.21257658,0.16748925
de19fca23,0.0737309,0.108923696,0.19828716,0.61905825
96ad633d6,0.24999852,0.26086056,0.25153273,0.23760818
703105908,0.33739412,0.2699585,0.24109033,0.15155706
39d055888,0.48051608,0.26605147,0.16964516,0.083787315
30ca259ed,0.176344,0.26492032,0.34157875,0.2171569
3fbc3ca27,0.24045292,0.25129116,0.25774446,0.25051147
d5262ce2b,0.2101906,0.21987735,0.2300251,0.33990696
10022add6,0.21246022,0.22285283,0.28402093,0.28066602
3befd2af6,0.1857036,0.19242929,0.22154653,0.40032056
105fd5ad7,0.24228455,0.24684618,0.25083822,0.26003104
833408fc5,0.50623417,0.25060964,0.12763025,0.11552592
3b1009a30,0.26596606,0.25236005,0.24230172,0.2393722
21fcd15c6,0.21853428,0.22459152,0.2685989,0.28827527
