PetID,AdoptionSpeed,fold
c626f2f93,2,1
e11e6cf89,4,4
d38fca349,3,4
e362e64bb,3,2
b93a2c373,4,1
785413d29,2,2
bb9e47b4a,2,1
400b56d39,4,4
4ea111bbe,2,0
3f222f11f,4,1
b13db9ce8,1,2
52ed9719f,3,4
3ff23c65c,4,3
c5b717bc2,3,1
f0a1f2b90,4,2
cd8af1bda,2,0
ab13611c9,4,3
f1164babb,4,1
16dc1188b,4,1
4195e3052,4,2
2dccbfd25,4,0
4d649e887,2,0
07227963b,2,4
62955be50,4,0
ae16e308d,2,2
2302acf06,3,4
cdab9b66a,4,3
1b4224c51,1,3
515d9508a,3,0
24750a30f,4,0
2ba66d1e1,2,4
ea6129e3d,2,1
302d37427,1,3
d70af36fd,4,2
03b0568b3,3,3
c49629a90,2,2
8cc2eea7f,1,1
d85a78cf9,4,0
847a8b31d,4,4
7316c548e,4,2
a41b62aa8,3,0
55f34f8f5,2,3
6ae5689d3,2,2
df07fa1b0,2,4
baf49463a,3,4
84efe95e8,4,4
b780980c1,3,4
a970b89c7,1,3
8d650d311,3,4
512bf1e8a,2,0
941880ea3,2,2
555e742f9,3,1
97b9ee40b,4,1
5b1e90385,4,1
7c4b2e0c0,2,2
ca0bf0760,3,2
ab38d2296,4,2
4c5dd1f7c,2,2
7b9cd9253,4,2
de59f42db,2,4
eb77432cd,4,1
0be5af159,2,3
f94c2a347,4,1
d7c6e0401,4,4
ff5e30380,4,0
6fecc5cf7,3,2
f8e3f9ddf,3,2
1aef9fc86,3,2
1ea9285ea,4,3
c62a2a817,2,3
7a2ea6461,3,2
e20655a10,2,1
98437e7cd,4,4
943e9242f,1,0
b12e22341,4,0
0e6f26f19,3,1
ce788268c,1,1
c9efae474,3,3
9031a7f4c,2,3
4529e91da,2,1
08d17d82a,4,1
900b47573,3,3
eca179f5f,4,0
f2fba72d2,4,1
938bcf142,4,1
181823d5f,4,4
6469bb262,4,4
e5bc7aaa8,1,2
5e4c387b2,2,1
246c3850a,4,2
00b00d5c1,2,2
85ca390a0,2,0
27dd38817,2,0
fbae7b0d5,1,1
f6959f1ca,1,0
56f62a309,4,3
a34cf041b,3,0
bad8f7276,1,3
5c1890dc7,2,3
37a11cc19,4,3
1ce065496,2,1
b1d1e399c,3,4
375905770,3,2
b7d4318d8,1,0
870fc2931,2,3
bef49a74b,2,0
31144a6be,3,0
3ee76f8a2,3,0
c66f97de2,3,0
63697128e,4,0
3b2a0338e,2,0
3dab3050c,4,3
731a2ef80,3,1
5d822305a,3,2
0dca551f0,4,0
f35a5dd35,3,0
ab2c124e7,4,1
c444c2936,2,0
c29a364bc,3,4
504134fd6,4,2
6d9b202c9,3,2
5163abb6e,3,4
cef342d22,1,3
8dc7b3ffa,2,3
629df03ce,4,2
b8acb4269,1,0
5d45dae82,2,0
6c8487ccb,3,4
6aeef2649,3,1
3feae3fb7,3,2
d09835201,3,1
1a6becd27,1,1
706a9cd5c,3,2
029c248a5,3,1
89bdd90b8,4,0
960f1a1d8,1,3
fbcf2baea,2,0
c86c76857,2,2
e5cf352b2,2,0
c23b2926e,4,1
33eaf34b3,4,2
8dd8e4a4f,2,2
9d03d5988,1,1
2418f7929,4,1
ac59f3533,2,4
250f59089,2,2
50e061767,2,2
c79c98af1,4,2
1fdf2880b,4,0
d7a772967,3,2
1ce681aa7,3,1
aaf465c30,2,3
4bcc7910d,4,1
232aee73d,4,2
fded1ee28,3,3
0a8fc6614,2,3
31081d71d,4,0
f4316f2bc,4,3
be4acc363,2,2
818d4a56e,1,2
26716b324,1,4
fb9a1cf69,3,1
9a65d163b,2,2
8f72b332c,2,3
b32339429,4,4
06666dc09,4,1
cb05f298c,4,0
3bf7bccc9,4,4
0af536283,4,2
886d23c56,3,0
54791dc58,2,0
a2b2abe02,2,2
23c4874d8,4,1
0428af8ea,2,1
43156136a,1,4
f0c26af32,4,2
efd269df8,4,0
e9e9c9efe,4,4
ded3b183c,2,4
2a92877f7,4,2
765039f34,3,0
3e2cc2690,2,3
b0855d1dd,2,1
e1cd37f6c,2,1
d8de3a329,1,3
2d5eababe,4,3
003dd2e26,2,4
a8f17e0de,2,2
45bec4a13,2,3
98ae607d8,2,1
c292a8b67,4,3
b56b73e4c,4,0
923a7163c,2,4
c72bd65dc,4,0
622f08247,2,1
68936da8c,4,0
13dbd2170,4,4
660742236,4,4
176516c7a,2,3
46c44f7bc,4,4
d336e6953,1,1
9a3224461,3,0
d41773368,2,2
4c631dbf7,1,2
97d823486,2,4
3497c1ad0,2,4
24ee3b57d,2,2
f5bcc82f8,2,1
bd53ebc9a,1,1
728ed1c0e,2,4
8c2d37546,2,4
756eaf5eb,2,2
37965a7c3,4,1
30507c621,4,1
67e8df1d3,1,4
2eaab0cb1,4,1
15f00daac,4,4
1b91e1082,2,2
628e30f3b,4,3
bde1336b6,2,1
f91ffd577,4,0
39fc7e6d8,4,2
9cd7bfaa6,4,1
3285d041f,2,4
c3b89c2e8,4,3
c7d02bfca,4,2
e8261c38c,2,0
a7fd7a703,3,4
863947277,3,0
c56432da8,3,1
2bea067f2,4,2
8e01a6de2,3,4
eaef39ceb,4,3
7ead795bb,2,0
1069c72a9,3,3
dd79180bc,2,2
37ea8d2db,4,2
4370b5ff7,2,4
ee5ceb065,4,4
a4b96c3f3,3,0
c08403e9f,1,4
3c2e29219,4,4
122b47acc,3,4
21f4a6abf,4,2
166345ac8,4,0
a87f5839e,4,0
5a358b56f,3,0
4c1981df1,3,4
03edf613f,4,4
888c22eb5,4,3
f64f8a464,1,2
44ddc2e22,2,1
8b9d9a18b,2,0
f2be40d43,4,3
4036e0e12,3,4
21206933c,2,3
aa3409a07,4,1
a6cbd39c2,3,0
7611934a0,2,2
e9cfb355a,4,4
02fee7295,2,0
79f41f755,1,4
65266fe36,4,4
7d6847fba,4,1
a0c332aaf,1,0
f87489d3e,2,0
53964c5d0,4,0
7e8bab7a5,4,2
16002dd9b,2,1
382d948b1,3,3
3083ab744,4,3
cd7ee75c5,1,2
3fbc4677d,3,2
6bd434dc9,1,1
ec8c5413b,2,2
c5b782f4e,3,2
705a6dffe,1,2
a7f58a6e4,3,0
e1f08c5b2,4,2
eda8eecc6,3,3
de97498e6,3,0
0cce7d218,1,3
e3b6b7d2e,2,4
ba54e88a9,4,0
0b817da84,4,1
000fb9572,3,2
460edc419,4,1
d66a55b13,2,4
331a745e8,3,3
fde58f7fa,1,3
33ddc2011,4,0
b7df87757,1,3
53bcfd67d,1,0
a19eea86b,4,1
f70251906,4,1
b268202d8,2,3
29193bf76,2,0
c85f29411,4,2
355cc5db7,4,4
f93283e0c,4,2
dba5f0e5c,3,0
28ce3c3ea,1,1
27c5bfcf1,1,4
28ef05fe6,4,4
f27a94272,4,3
4d3e3a146,3,1
f98750599,2,0
6cfd5f1b5,4,4
69f4a00df,2,3
12653b9bc,2,0
a963b8732,4,0
a3cc5de2b,1,4
706d1c836,1,1
4c6048341,1,4
32ad56035,4,1
1663d062c,2,1
742cced96,3,0
b16b24c21,4,1
0ed23a049,2,0
200a0df49,1,0
a99e4b365,3,4
ecd574ddb,2,3
560232264,4,4
cae004390,3,2
1927c2ed2,1,2
403cf8d32,1,3
41487b069,2,4
53f434ae8,4,4
8d047d078,3,4
8cd96bf75,4,0
04af86059,1,3
a4c8f64c1,2,3
b533529a6,3,1
d870d5767,4,2
7e1af1787,2,3
00c71a320,4,4
27a7a1795,4,1
65f311c09,4,1
5b3559bf2,4,2
e87214dd2,4,2
49fac4dc6,2,3
457de178d,1,0
e8ee48e12,4,2
b102f525b,4,4
83dff4077,2,3
283ce4b9b,2,2
3e6fa700b,4,4
14084c784,1,1
5f19552c0,2,3
01c202740,3,2
076ec7e18,1,0
2fc5c49c1,2,3
bb0dddcf2,4,2
207c24fd3,3,1
71419d422,3,4
86c08e68b,2,3
9a798bc44,2,1
076a67405,4,0
9c70eee7b,4,2
f19658d12,3,0
dfb0b0928,4,0
009239f92,3,3
e7dca0b2b,1,3
ac7edef88,4,2
a2c44393c,2,2
fb82bfecd,1,0
32ac38a9f,3,3
037b1c131,1,1
b7d2f8186,4,4
3a88e6c8f,4,3
1cdb5d61f,1,2
791e6dc19,1,2
b2566d195,4,2
2ece6b26b,4,4
9bb035799,4,1
642b0dbac,4,2
97e47e7c0,1,0
a8ba4dfa1,4,2
443682c9f,4,1
de445d837,4,2
648727065,3,2
3f3962d65,4,1
edb154f1c,2,0
f4948a23d,2,2
ece99daf7,4,1
c0858dfca,2,0
f3b29563b,3,3
92c42a055,1,0
8e7c16add,2,1
46d9b2934,4,4
23379775f,3,4
6d1d7bcd8,3,1
6c736e9c1,2,4
f69bd4b27,3,1
e9ec4d543,4,2
0b01864e2,4,3
3a7bcfea4,2,1
a2c9be724,4,3
82a97cd8d,4,0
199fd5d5f,4,3
f000f169a,4,2
8eece1c0c,2,1
29ffe21fe,2,1
cb474120b,4,2
d9033fea0,3,2
eee0b299c,4,0
8f32c880e,2,3
3695274de,4,3
0cdb80095,2,3
b63d76ef4,4,3
e27ac6865,3,0
d42b92c05,2,4
22d9719f8,1,2
9feae89ad,2,4
4792b6d06,2,1
8ccaceef5,3,2
bc2fdee71,1,0
984efb177,3,2
f5bbf322d,4,2
f5d7daf1a,3,2
1cd970978,1,1
07558410c,2,3
abe9e2d91,2,3
90489eccb,2,4
8054aad26,4,3
adb97bde0,4,2
97f0a97ef,2,4
092fa68bd,2,4
e488a36cf,4,4
081c2daa0,2,3
3a9efa973,4,4
906083f6c,4,3
02468e968,3,3
fd8f64c6d,1,0
89bec6af3,2,3
872d79999,1,0
73a17e201,1,3
176ef71db,2,3
094c2c3bf,3,2
b560efa40,4,3
940b0ad69,1,0
a40116bf1,3,2
5c4742e35,4,3
16472756f,1,1
d2dbe8b09,2,2
f555570eb,4,3
fc8c8d169,3,3
ff125cf8d,4,0
e617dd078,1,1
0fe8ffc8e,3,2
c05adb8fe,2,3
79ef1fd27,4,2
ded8d95c0,4,0
60f9fee55,1,2
feb06d776,1,2
357707ba7,4,2
734123308,2,1
1cc98ed1d,1,2
9fe96f804,2,0
bc4b95345,4,1
3163e9acf,4,0
8f22842c0,4,1
e998d6d60,2,3
e6b28fc29,4,3
a55f8d58a,2,3
8b6690d89,2,4
3666cdd80,2,2
a8c555240,3,2
7f771cce5,4,3
951352bea,2,3
39b3fe88f,4,4
1da4026cd,3,1
9e1caf559,2,2
4f75e3aa2,4,2
fa73b1181,4,0
37a8dcdce,4,4
4ffbe0538,2,4
80cedf6b9,4,1
b96e5f6a6,1,4
7630f3d6c,4,3
cfd4c95d9,2,3
630fe24e7,4,1
c504cbfd4,4,3
51a0d55ba,4,2
dae13a47e,1,2
fe1edf930,4,4
206db8d8d,4,4
dc4e92b83,4,4
245434d5d,4,1
05ab54e3c,4,2
e0e392bfb,4,0
d596aea32,4,4
377d9bef6,4,1
35bb8ee8f,4,0
ecba82fc3,3,4
7daf7af9c,1,3
382b4212b,4,3
a72ca4ed6,2,0
467aed7e3,2,3
800680beb,4,1
5b73a7ea8,3,4
63adeea51,4,4
b869dec56,1,4
ae089cd20,4,4
9cf741863,4,2
be579e6ed,4,3
308a16b6e,4,1
6c83d00bf,4,3
d1db8712e,4,1
f3c42e04b,4,4
650f2854b,2,4
d22eb6266,4,2
d1052eb2d,2,1
31104de48,1,4
43b277272,3,0
cb9aa1b3a,1,0
db4995bf8,4,3
74f987b01,3,4
7e3680561,2,4
112ae92e0,4,1
46f656f13,4,4
3b1976326,2,0
e5317b212,2,4
0bf9dfa21,4,4
4ec25bc3b,3,1
6d18cc71d,4,0
cb0f41a00,4,4
31e2399a9,1,2
82ea3883e,4,1
a25c1fe02,3,3
91ef9278d,1,2
ac31057e6,2,3
fd32ce3ef,4,1
3e3743dc7,4,4
3a97c693e,4,4
b4835265a,4,4
6f665c704,3,3
97bb6502c,1,2
f376f922e,3,1
8af1b11ce,4,4
1e39a9ea7,1,2
d38ce48c2,4,2
bea0802eb,4,4
c9595d1f6,1,1
ddc3af1ee,3,1
6464f2352,2,4
ac6d69d99,4,0
99be827e6,2,4
76c073021,2,3
2455effb8,3,3
8ff66c239,4,4
4d7dd6115,4,2
fa7c7d1be,3,2
88819fc55,4,4
8af4db3f3,4,0
5a828ec3e,2,3
e56dc823a,3,4
24731a12c,4,0
66757255c,4,2
5c039d8c1,1,2
9e3e99760,1,2
eb4eef57a,4,2
49113adb2,3,1
093cce3a1,3,0
4e9a13862,2,3
3816b16b4,1,1
1539be087,3,1
5ba0605b9,4,4
d6c60a52d,4,2
ab48d21e0,4,1
83166fea8,1,1
a89fd1f1e,3,1
40b31be60,2,0
d1265050f,3,2
4ec9289df,4,3
3a3ae56f1,4,3
e46373e2e,4,2
f3755376e,4,0
3d6f14681,4,4
e333feca8,2,4
649930cc8,4,1
9b11972b0,2,3
6d18707ee,3,4
eb90062ec,4,3
461185d51,1,3
63fda9824,4,4
f9715a897,4,0
f304e7fb3,4,4
d4ec04b8e,4,3
dbf579546,2,1
fc2925be3,3,3
2e9a53eb0,4,0
0f15ed6ab,1,1
933da53ee,3,0
4f6a0e54d,4,3
7bda94ad0,4,3
d14d62508,2,1
a90da3a12,4,3
3759a1d40,2,0
27ef6e605,4,1
060b52c3b,3,4
7ecaa8636,3,2
00b23513e,2,3
71f245b82,4,1
ff3d455a0,2,3
00e50c7a7,1,0
6341e0577,4,0
d8664fb93,1,0
65d10be4d,3,3
783a31182,2,4
f600368fb,4,0
c32eb7405,3,2
3ee594f5a,1,3
05febeea3,4,3
d92c5c2df,3,0
198a73c5e,4,3
393198f9d,1,4
d4bffbe04,2,2
1f7c7c248,4,4
457bdfb16,2,4
da4da9308,4,1
18cd75354,2,1
0eade2f7c,4,2
364e3ac89,4,4
0ce80622f,3,4
619f26bfc,2,2
1d1f2ed1b,2,4
be7b65c23,2,2
e454518b8,4,0
d57b8c2fe,2,4
1534419ad,1,0
1e1727250,4,1
0b3b23c20,4,3
71e5aca0a,4,3
2b3fc0265,3,0
e825b8b9f,4,0
b6004bb5d,4,1
da5ae6aa9,1,0
8132fabfd,3,3
282139c6d,2,3
19d68bcc8,2,1
268cdb435,2,1
fdffad0c0,4,0
bf456451e,3,3
9ceada263,4,0
9495fed48,3,3
b26bf64a6,4,1
d3ec31e51,4,3
71e96f977,4,4
11a3fb06e,4,3
88cdc9a60,4,3
53b996932,2,0
3c8468196,4,3
1fba191e3,4,2
95b24de4a,4,0
640e18ef0,3,4
780dff088,4,0
236824e39,1,4
daeac2b84,2,3
15dc4c629,3,3
ef9154afe,2,4
b48b65ef2,2,1
9102809eb,1,2
0b110b315,4,2
e40368c38,2,1
c68bc0253,3,3
f64a1a0c4,4,1
c36ffffdc,3,2
8d83c952c,3,1
5fc06cf73,4,2
6fcee4bee,3,3
3604fc814,2,0
ebe1f2665,4,1
b66a74309,4,4
3fd75e77d,4,1
288445cbd,2,2
2485efd0a,4,1
b0a24f910,2,1
0ff7245bd,1,0
0fc2dc3cb,2,4
4cbc3433e,1,3
a8a3c4f49,2,0
3308b3980,3,4
8c75e5189,1,4
1c4afcc03,4,2
b5ce44276,3,1
6aa6cfaaa,1,3
faca11616,3,0
c1680e63c,4,2
fa27f275a,2,4
1a51506e1,1,1
fe4b30cfb,1,4
c6d39a0fa,2,2
bea8484a3,2,2
0d4e58071,4,1
bca099371,4,1
1aa3952c1,4,3
db3fce97e,1,1
f0063c5b6,3,2
600f8eb25,1,0
15e5b6d26,4,1
17c4b0394,4,1
40843af1e,1,0
f7b84bc3b,4,4
873996ad0,4,0
f3b4e3f5c,4,4
4a1702099,4,2
f7ada8363,3,2
c135c6b15,4,1
dd308e46b,4,0
bea72e6c5,4,2
f58424835,4,0
7f08520d7,2,1
0c28877b7,4,3
c4d225c88,2,2
6db506983,2,2
3e101e353,2,1
0c862b8a3,4,3
15b6026b1,3,4
a116545f6,2,1
a3449e0d0,1,4
c0545b660,2,1
6fc2970d6,2,3
1d5870131,2,0
14fb52f07,2,2
cbefe3979,2,4
e3672355d,4,1
f104f8045,3,3
1253241be,3,3
f7bf646ee,4,2
d09a7dda3,2,3
720db9cb3,4,3
15592a54c,4,1
0063bd7e0,4,4
ef70f3263,4,2
98caf2809,2,1
205dd56e1,4,4
4e1033fe2,1,4
093a35049,1,2
300c91d3a,1,4
bbcaecdd4,2,4
ad6e56af2,2,4
b41d5c9c4,4,4
e99eda1f6,4,2
f3a9092a2,1,3
c34b20922,1,3
1cc66d907,4,1
de08c8d31,1,1
e303359a7,1,4
1f470d9f4,4,3
bcf13ec9d,2,2
61f0927c3,1,3
a86f09670,4,1
b35c61109,4,1
46c5fd256,3,0
dde3750a1,4,4
923da13c4,4,2
ba4811f35,2,4
8b0ea16a5,1,2
b76e8c452,1,3
03d59fc21,1,4
531452675,4,1
9849173ee,4,0
514e33268,2,4
75f582ad6,1,4
6967987d5,1,2
764837930,4,2
94fc65b67,4,3
bcec3d919,1,1
6f863a03a,2,0
e742a643d,4,0
150bf58e2,4,3
f60779a3b,2,2
fcf5f5a0d,4,2
75bfbc825,4,0
5aeba57be,3,3
a4ba78b62,2,1
a8d14470d,4,3
a6fc65f2d,4,0
d5c68b3bf,3,0
2de32b48a,3,3
44817c8f4,2,2
c6cdbebfa,1,4
122092781,2,2
1652a3e1e,4,2
332ae5ab2,2,1
41e4cc1de,2,0
8dfe4da6a,4,0
c06d167ca,1,3
3219ad064,2,1
a9551ed6d,2,4
09af85878,4,4
796382bf4,4,2
678d21531,4,0
7aa58b134,2,0
2f3d368d3,2,3
d3692d2b2,1,4
c8bc66245,2,4
d096658bb,4,1
27ab49f1a,2,1
26d0bfe44,3,1
1dff1959b,4,2
4f5205d2b,4,4
c6c8c73e5,1,3
040736f83,2,0
9b8a35f8b,4,1
e2b5913e7,4,4
ac52ba660,3,2
923a03e90,2,4
408d4d8e0,4,2
fed3c719a,4,4
01dac4b22,2,0
efeabd288,2,0
4540f8e9c,3,1
3ed60e624,2,3
b7135cf44,2,4
a5205f8ab,4,3
1b3492bde,3,4
de35c9f48,4,0
3e242ed8c,4,0
f8e3fabe6,2,2
1076dcc35,1,4
6c44c99ef,4,2
797725280,2,0
3006cd3eb,2,3
daa73505c,1,3
cd7bea671,3,1
f35683806,3,0
121c5faca,2,3
811b66c3e,1,3
eeb60466e,1,2
30319970f,3,2
e4ab25214,4,4
35ec69571,1,1
7d86df9b0,2,0
695ae7cbe,2,1
1c07c6ee5,3,0
9725bf4d2,3,2
9f1ba804c,4,3
45ba264f2,4,2
5ab4a7a66,2,3
19cd32fd6,2,0
ee8ddae7b,4,0
b4d0c60b6,4,3
e4aadf23c,4,1
32efae9d5,2,3
92b89a666,4,1
181fb7dae,2,1
e653e3c51,3,2
8e8080bbe,4,0
5d00ca4d0,3,0
4fbe0c2e5,2,3
2aaa0c8b6,2,1
85fc3c314,1,1
02a13b2cb,4,3
f50997846,3,0
08fc1372f,1,1
e66ee4be8,2,0
f5fd255aa,2,3
ba7ae0448,2,3
c1e816568,4,0
23d2b8824,1,4
0b90767fa,2,0
d65b5a052,4,3
5e5038eb5,2,4
fa94b21d1,1,4
fcdfc6cdd,4,4
9eb98f34c,2,0
85327438d,4,2
0164a9cfb,2,1
8910ea0f4,2,2
4c26cf05d,3,0
283d778d2,4,1
bfb19deda,4,2
ae6a2116c,4,4
6f93a41c5,4,2
9e4420002,4,0
24fad6b0b,4,1
c96423707,2,1
933b2b3d4,2,4
64904cb52,2,0
e4e5ea1d2,3,2
c27c5a029,1,2
e2e5b8ae2,2,0
fed43b600,2,1
ea433c341,3,3
e1b0baf8a,2,0
9827921f8,3,0
fc32f63d1,2,0
7c9e666a7,4,4
7821d724c,2,1
ec30a3b11,3,4
e92d3d4cf,2,0
b30bcaab6,4,3
5bc5b43ae,4,3
9c1b4bb55,2,3
f8b702182,4,1
cac68ead1,3,2
3a916e954,4,3
83b705aaa,3,2
c8daba029,4,0
7fd44f9f3,2,3
3bedb1ef9,3,0
9edb2d79a,1,4
6d1c281f9,3,0
d605fa35d,3,2
b5aa74c6a,3,3
1fe400328,4,4
ae6db87d4,1,4
348665874,4,2
e0efe2c72,3,0
448770499,1,4
e301ab49c,2,4
88c193102,4,1
41e792442,4,1
1ff51137d,3,1
117059fe3,4,2
68a603bc3,2,4
ba021efa9,2,1
37ae0cd69,2,0
172d395a5,3,4
d4ae1eedd,1,4
a72a34bdf,4,0
ca659fd81,4,0
d59322d58,2,2
fe1c36fb1,4,1
746fb982c,2,1
1f2065428,4,3
7977491da,3,2
870e7158b,2,1
03a3fb084,4,1
35fdb89c9,2,1
259dc7e9a,2,0
79314275c,1,1
60bf93971,2,4
15ee5f008,4,2
382e4bddd,4,1
b05d0484f,1,3
3653c9384,2,4
4e774a9c7,3,0
b38e94f39,2,1
22e507b33,4,4
9bfddbc4c,1,1
405b63ca5,3,2
eb4f09e0e,3,0
5980b0699,2,3
49303270e,1,0
28d20bc71,1,1
43fe381b3,3,4
eea0cb464,1,2
9ad6f6fae,3,0
747c82f83,2,2
0833744e6,4,1
002230dea,1,0
e40073625,3,0
7a0942d61,4,3
485bebd4f,3,1
508df8433,2,1
374b76068,4,4
a32e58f2f,3,1
cfb8b6b93,2,2
9185b2ed3,2,0
c82b8b2c4,4,3
e9b1363e5,4,0
4745e5286,4,3
ed8703dd2,2,3
b73079713,1,1
de19fca23,2,3
96ad633d6,2,0
703105908,1,2
39d055888,4,2
30ca259ed,3,2
3fbc3ca27,2,1
d5262ce2b,4,1
10022add6,2,4
3befd2af6,4,1
105fd5ad7,4,0
833408fc5,1,2
3b1009a30,4,4
21fcd15c6,2,4
1bf4a2ca7,3,0
2bdf3471b,1,1
9296eb09d,2,0
4be1b15fb,2,1
df89a82ab,4,1
7810092ba,4,1
01c6d3224,2,1
2bbca459e,4,4
4059df1bf,4,2
f0e2f80c5,1,0
9d84fc0c5,3,1
04b073592,1,4
1ca147dd8,4,4
0c3f6001a,1,3
143760a33,4,0
db6082ae6,4,3
f6fac7b56,4,1
47aacf137,2,1
0a13e47c3,4,2
a73915bd2,1,3
263e34731,1,3
eac9739c8,1,1
3b3ce72d1,4,0
c1816081f,4,4
9c91ae76a,2,2
ab385bfae,3,3
311ee8343,4,2
85f63b533,2,0
822193428,3,3
27b5a9db5,2,1
760c7d8ac,3,2
27e74e45c,2,1
fabc9bfec,2,3
4331ce278,4,0
6dd6775e2,2,2
ea2542b58,3,0
c5aeec694,1,1
30506e8c1,2,4
e24a30aaa,3,1
f1fb9506a,4,3
62887c0ea,3,0
896e76b69,2,4
22987c7fb,2,0
a8a2aecc3,4,4
ff7707a35,4,2
60d72fc85,4,1
8b9c38ed2,2,3
f4fb11803,2,1
ddd926335,4,1
db9af2894,3,1
82905a82e,4,1
cc8bf5e79,2,4
b9aead110,2,2
4752b5e0c,4,4
4f34d790b,4,1
02f63f8ff,4,3
409d5bc3d,4,0
6831a72fd,4,2
85952663a,2,1
603d1d51c,1,3
8f860b014,2,3
d653ae654,4,4
5e390710c,2,2
7a23bdbdc,4,4
c79019195,3,3
7ea357093,3,4
65a7711bd,4,2
71ec53012,3,4
10ba7efac,3,0
8947bf4b9,2,0
a9e4d6df7,3,2
adfa73768,4,1
49ba2ccff,2,2
5fc71c87e,4,3
6fbfd7f45,1,3
c6df796ba,1,0
88dbaffe0,2,4
63a542d16,1,2
94fa9ff25,2,1
029641a1a,2,4
6fe7448a5,4,2
53fba6573,4,0
e681e0cbf,2,1
948f580dd,2,4
00eced1f0,3,0
8100c2485,4,2
52d0469f8,1,1
e66d0c392,2,0
81c442177,4,1
be07596c5,2,2
ae84e47c8,4,0
e669e318d,4,2
775da0afe,4,1
311157c79,3,1
a6c7f3a13,4,3
25ebacf03,4,0
b0b9f2902,2,0
156da1714,2,3
dd065921b,2,4
fe41e15d5,4,2
1bf1f95ef,4,0
eddac3328,3,3
a977f3331,4,1
8bbf5133b,1,2
eb6bb82fd,4,1
09807c555,4,3
de61ca522,4,2
c2fc23444,3,4
730a09014,2,3
9c64232b3,3,4
d37659c5d,1,3
6ca8be82b,4,4
bb32a589b,4,1
d1338d152,4,3
6f3f2899c,4,4
015fdb354,2,3
a2ac8316b,3,1
aaadb1aac,4,0
5f6931436,4,0
451bf38f1,4,4
00648f96f,2,3
8ae60c34e,2,2
efbe1f3ef,2,3
881aefbb9,3,3
babf0f6cd,2,1
3bef65169,1,0
493ab5d96,2,4
5ea1f2c39,4,2
a2a6b4117,3,0
d4e9f53c9,2,0
a9092993a,4,4
5bfb8da14,1,0
75f7beaf2,1,3
3dc8f1328,4,3
53abff075,4,2
18556365a,1,1
2608428d8,1,4
40276ec6a,4,1
229beedff,4,0
6e21edd32,3,3
975091325,4,1
c213bcac3,4,4
eff6d721e,2,4
0627105f6,2,2
fd71f9fb4,2,0
799c6852c,2,0
86228db7e,3,2
5242038c7,3,2
5569b346f,4,3
7f59b246d,2,1
02a084920,4,0
9403ac24d,4,3
f069c7c28,1,0
2db964259,3,0
0ede86b28,2,2
16316fb49,2,2
c6f39e0e4,2,0
fd60c4aa4,1,1
6120ace5c,2,0
992170cac,4,1
af6364af9,3,0
c7f20f68c,3,0
453cf6271,1,0
0c64363af,1,3
c5e4cfab0,2,2
a64ca36ca,1,0
43c623f94,2,2
46a5f0ba6,4,2
6e61a7b46,4,0
4f735cd71,4,1
3085ca2c6,1,1
86aeb2732,4,0
1a0ee9580,3,1
19926213a,2,4
eb1286b1c,2,4
23f45d56f,4,4
bdcd82280,3,1
9fe4f4b78,3,0
ec4351554,2,1
7f5cb9583,1,0
1772727a1,4,1
682cbe0f9,4,4
1e4b7018a,2,1
938de268a,4,1
f612d5506,4,2
d3f157880,1,2
36731724b,4,4
5bfbb098d,1,3
ec5670386,3,0
27ec72a29,4,0
1aabe595c,4,0
aa03b987e,2,4
e73545fe5,2,3
bb74d75c2,4,1
a6fea1d1a,1,0
78fd8ce0d,4,1
3c25f4969,4,2
52d65015d,2,0
9579ad7a1,4,1
eb6c579d5,4,1
006ffebaf,2,2
f51667d46,3,1
e3a29829f,3,0
63f28922e,1,1
7df56218d,4,2
71f895aa2,4,3
78dff2667,2,1
9141b7803,2,1
b574af70f,2,3
0faf7f0ae,4,0
5ecdd04af,3,4
02d6020a9,2,1
b3995ad50,4,0
04a555b91,4,4
2ba9dfe93,2,0
d88f3ee34,4,4
5b928c0a6,2,4
5f5d44f43,3,3
b1e590596,2,3
620ebd7ab,2,1
b984a461b,2,0
2c15f3086,4,2
67f174628,4,1
d95eabfe9,2,2
ff0b61121,4,4
e9b641d69,4,4
6ac7e0c51,4,3
36332af6d,1,0
abafdc972,4,2
86d87d5f7,4,0
efc478e64,2,2
f393a9d26,4,1
a1093437e,2,0
887b5144a,4,3
e7fdf6d1c,2,1
3658ee105,2,4
215345b52,4,1
556549333,1,2
c001a0b58,2,1
a929a9f48,2,2
18c3b1a1a,2,1
548df7912,2,4
a640f7cf6,4,3
f792e0ff5,2,3
4c2f127c7,3,4
6c62c854f,4,3
f368b7ef1,4,1
6ac38f654,2,3
7df257784,2,1
608a58c8e,1,3
4fd97d6fe,4,1
42e9334f2,4,1
c0645d6c9,2,2
6272ed019,4,3
828f0e616,4,3
3b0b2a86a,1,2
ef86c51b2,3,2
6d95c8ec6,2,0
43894825a,4,2
c90570913,3,4
6138cd70d,2,1
75bc667ae,2,1
a37b96d01,2,4
42fc9a244,2,4
e18cc7a60,4,3
fc601e041,4,0
8f2946027,2,3
1d7e844a7,4,1
46feadc45,1,3
967ee6c2e,2,4
a0c584c54,4,0
5e08b9ce5,2,2
3aa4a07dc,4,2
5d8c4f66b,3,4
f34d62be0,2,3
cadcd5ad8,1,4
803c3b444,2,2
b66a5bd9d,2,2
3a94fdf2d,4,2
b1170cc46,2,1
c3270683d,2,0
