PetID,nlp_proba_1,nlp_proba_2,nlp_proba_3,nlp_proba_4,nlp_pred
bad8f7276,0.11836837,0.6591866,0.21034311,0.012101871,2
5c1890dc7,0.1032429,0.76275384,0.11875574,0.015247498,2
37a11cc19,0.2667836,0.16456449,0.16124898,0.40740296,4
1ce065496,0.37361434,0.23156108,0.22748001,0.16734461,1
b1d1e399c,0.0009283945,0.22879094,0.76843065,0.0018500165,3
375905770,0.060651466,0.06556942,0.13793457,0.73584455,4
b7d4318d8,0.6294328,0.30146077,0.0487703,0.020336118,1
870fc2931,0.4288913,0.32116908,0.08192805,0.16801162,1
bef49a74b,0.023787912,0.24283981,0.50092286,0.2324494,3
31144a6be,0.08918645,0.79198676,0.07758041,0.041246396,2
3ee76f8a2,0.013390292,0.43953434,0.539626,0.0074494304,3
c66f97de2,0.018920701,0.8710099,0.08891326,0.021156196,2
63697128e,0.0663962,0.050352417,0.09960276,0.7836486,4
3b2a0338e,0.45946988,0.42724812,0.089471824,0.02381022,1
3dab3050c,0.037622217,0.08238194,0.038368933,0.8416269,4
731a2ef80,0.08127793,0.107071005,0.56440324,0.24724779,3
5d822305a,0.04453725,0.10056294,0.2801831,0.57471675,4
0dca551f0,0.08035304,0.07388025,0.03127181,0.81449485,4
f35a5dd35,0.54409343,0.38657433,0.061156213,0.008176039,1
ab2c124e7,0.1646397,0.61366546,0.19272429,0.028970513,2
c444c2936,0.33747643,0.5763313,0.053992026,0.032200176,2
c29a364bc,0.0602978,0.84717304,0.06945114,0.023078067,2
504134fd6,0.3328519,0.2583377,0.08880209,0.3200083,1
6d9b202c9,0.3396217,0.36117882,0.18431684,0.1148826,2
5163abb6e,0.0033218518,0.09448316,0.7872281,0.11496695,3
cef342d22,0.28082308,0.44333288,0.14613608,0.12970802,2
8dc7b3ffa,0.455217,0.3058893,0.099963926,0.13892974,1
629df03ce,0.21194775,0.19529267,0.14093144,0.45182815,4
b8acb4269,0.080675684,0.039565686,0.019357791,0.86040074,4
5d45dae82,0.5775671,0.15531568,0.06279535,0.20432182,1
6c8487ccb,0.738725,0.20080736,0.038641408,0.021826217,1
6aeef2649,0.34204143,0.1880352,0.33113846,0.13878492,1
3feae3fb7,0.15613362,0.44220036,0.38508207,0.016583873,2
d09835201,0.30424345,0.51364666,0.08903273,0.09307713,2
1a6becd27,0.34890583,0.5189603,0.11859942,0.013534414,2
706a9cd5c,0.1092342,0.1573851,0.21323127,0.52014947,4
029c248a5,0.1583964,0.037332237,0.06263117,0.7416402,4
89bdd90b8,0.027595686,0.057255846,0.0951887,0.81995976,4
960f1a1d8,0.59397787,0.3092742,0.079550624,0.017197324,1
fbcf2baea,0.086765125,0.11804757,0.22277567,0.5724116,4
c86c76857,0.1719385,0.19731979,0.4345727,0.19616903,3
e5cf352b2,0.11741092,0.6991684,0.15116125,0.03225941,2
c23b2926e,0.08238981,0.42705566,0.4784532,0.012101369,3
33eaf34b3,0.14850551,0.23820871,0.43306118,0.18022454,3
8dd8e4a4f,0.43155986,0.27040008,0.15122078,0.14681932,1
9d03d5988,0.6010698,0.30180436,0.037795626,0.059330214,1
2418f7929,0.023310961,0.021501819,0.025511941,0.9296753,4
ac59f3533,0.027529676,0.34795484,0.14274012,0.4817753,4
250f59089,0.30746898,0.39266765,0.14600633,0.15385693,2
50e061767,0.23157308,0.33049113,0.42542452,0.012511314,3
c79c98af1,0.06371183,0.25354075,0.5949217,0.08782561,3
1fdf2880b,0.14439183,0.27855888,0.16330029,0.413749,4
d7a772967,0.15725112,0.19873077,0.22934046,0.41467762,4
1ce681aa7,0.012052361,0.13530952,0.8489132,0.0037249282,3
aaf465c30,0.03268118,0.53782743,0.41151643,0.017974967,2
4bcc7910d,0.086758345,0.050444335,0.08996342,0.7728339,4
232aee73d,0.045615837,0.47208422,0.39907065,0.083229296,2
fded1ee28,0.12286832,0.30658454,0.48967397,0.080873184,3
0a8fc6614,0.28523093,0.1958079,0.074989386,0.44397172,4
31081d71d,0.029414266,0.01821372,0.023289416,0.92908263,4
f4316f2bc,0.13489029,0.42882887,0.23298895,0.20329186,2
be4acc363,0.13567424,0.178536,0.337194,0.3485958,4
818d4a56e,0.5084466,0.38945338,0.06601002,0.03609,1
26716b324,0.18702872,0.77446145,0.037364524,0.0011452999,2
fb9a1cf69,0.039148923,0.35344595,0.60504395,0.0023611628,3
9a65d163b,0.2296845,0.41455942,0.10856139,0.24719477,2
8f72b332c,0.18122126,0.3003752,0.16528127,0.3531223,4
b32339429,0.0045365836,0.8969661,0.09545636,0.0030409426,2
06666dc09,0.02431496,0.0133671155,0.0216189,0.940699,4
cb05f298c,0.5687326,0.2870248,0.1200483,0.024194306,1
3bf7bccc9,0.006927957,0.0028126626,0.04393415,0.9463252,4
0af536283,0.29913062,0.44693044,0.12442298,0.129516,2
886d23c56,0.0831158,0.5195037,0.26816002,0.1292205,2
54791dc58,0.089384995,0.7491362,0.15146358,0.010015215,2
a2b2abe02,0.42707226,0.28819865,0.18921909,0.095510006,1
23c4874d8,0.079314396,0.17133662,0.29072487,0.45862415,4
0428af8ea,0.47958714,0.27276284,0.048315383,0.19933464,1
43156136a,0.660124,0.30694965,0.0070908275,0.025835495,1
f0c26af32,0.021506999,0.053993393,0.11687179,0.80762774,4
efd269df8,0.0196958,0.89693713,0.07678576,0.00658136,2
e9e9c9efe,0.20136128,0.08265617,0.036909387,0.67907315,4
ded3b183c,0.24677536,0.4969644,0.25126135,0.0049989624,2
2a92877f7,0.1270716,0.12816685,0.25789395,0.48686755,4
765039f34,0.06469462,0.35774034,0.50972116,0.06784388,3
3e2cc2690,0.29847825,0.39583978,0.2283867,0.07729532,2
b0855d1dd,0.04525873,0.8163285,0.13163617,0.0067765196,2
e1cd37f6c,0.25086528,0.34570107,0.39928436,0.0041492577,3
d8de3a329,0.12968123,0.31975347,0.43013725,0.12042803,3
2d5eababe,0.022386614,0.05992833,0.044616178,0.8730689,4
003dd2e26,0.23558755,0.40334943,0.34683904,0.014224028,2
a8f17e0de,0.18783057,0.49157307,0.15266483,0.16793151,2
45bec4a13,0.33875927,0.1657031,0.10080332,0.3947343,4
98ae607d8,0.13046682,0.74121594,0.12357428,0.0047429083,2
c292a8b67,0.057013746,0.07304787,0.15794475,0.7119936,4
b56b73e4c,0.2405668,0.37622592,0.26035827,0.122849,2
923a7163c,0.0060164644,0.24308535,0.7505294,0.00036875258,3
c72bd65dc,0.020824738,0.0100190295,0.00854444,0.9606118,4
622f08247,0.06349312,0.13173765,0.67612684,0.12864238,3
68936da8c,0.045135237,0.119710065,0.11274245,0.7224123,4
13dbd2170,0.19851373,0.046779342,0.008911945,0.745795,4
660742236,0.014518793,0.029954249,0.013398345,0.94212866,4
176516c7a,0.06261248,0.1865771,0.7320979,0.01871247,3
46c44f7bc,0.0060241856,0.012664835,0.036550466,0.9447605,4
d336e6953,0.06814409,0.46467072,0.46574482,0.0014404261,3
9a3224461,0.04780579,0.10603645,0.0563184,0.7898393,4
d41773368,0.2736433,0.33922106,0.099873304,0.2872623,2
4c631dbf7,0.31213614,0.16915587,0.1816717,0.33703622,4
97d823486,0.0015834746,0.91199267,0.08262389,0.0037998843,2
3497c1ad0,0.008508453,0.20753862,0.6715564,0.11239647,3
24ee3b57d,0.2622456,0.26798132,0.4430261,0.026747031,3
f5bcc82f8,0.47577545,0.45192334,0.06153012,0.010771116,1
bd53ebc9a,0.011352703,0.014920227,0.04293855,0.93078846,4
728ed1c0e,0.0023528778,0.7441494,0.1468861,0.106611595,2
8c2d37546,0.24378394,0.27941963,0.025177268,0.4516191,4
756eaf5eb,0.40637076,0.43250886,0.10889325,0.05222705,2
37965a7c3,0.1571684,0.17810012,0.5763533,0.08837811,3
30507c621,0.16341023,0.13358481,0.16751163,0.5354933,4
67e8df1d3,0.018989189,0.9532727,0.02442001,0.0033181696,2
2eaab0cb1,0.2684442,0.12703452,0.5515696,0.052951664,3
15f00daac,0.13690227,0.13913833,0.59989595,0.12406349,3
1b91e1082,0.14153898,0.4193368,0.31978646,0.119337775,2
628e30f3b,0.27231956,0.441213,0.23275878,0.053708687,2
bde1336b6,0.030489359,0.69147843,0.27547055,0.0025616272,2
f91ffd577,0.15463066,0.26619062,0.08008874,0.49908996,4
39fc7e6d8,0.29236367,0.42967325,0.23496081,0.04300227,2
9cd7bfaa6,0.26928943,0.39841428,0.24658634,0.08570995,2
3285d041f,0.0004688214,0.23578367,0.7623921,0.0013554204,3
c3b89c2e8,0.4202563,0.19482529,0.10999653,0.27492186,1
c7d02bfca,0.23220417,0.32229957,0.42412984,0.021366412,3
e8261c38c,0.10095787,0.09547613,0.050652202,0.7529137,4
a7fd7a703,0.0019019563,0.109540775,0.8777205,0.010836788,3
863947277,0.014279941,0.75594646,0.22435273,0.0054207905,2
c56432da8,0.2223228,0.24096021,0.34497288,0.19174412,3
2bea067f2,0.16803278,0.17836285,0.22397676,0.4296276,4
8e01a6de2,0.0030011777,0.009895055,0.016451027,0.9706527,4
eaef39ceb,0.39063448,0.19537796,0.26127005,0.15271744,1
7ead795bb,0.32885945,0.5370588,0.0836154,0.050466377,2
1069c72a9,0.19075479,0.38457605,0.21673591,0.2079333,2
dd79180bc,0.12853022,0.5144849,0.22671099,0.13027391,2
37ea8d2db,0.29879922,0.4619653,0.14596233,0.09327316,2
4370b5ff7,0.01650803,0.59975934,0.37092203,0.012810604,2
ee5ceb065,0.0027028057,0.004642715,0.0035418037,0.9891127,4
a4b96c3f3,0.039454,0.5814694,0.35835254,0.020724062,2
c08403e9f,0.106584534,0.88624483,0.0062279394,0.0009426593,2
3c2e29219,0.008245497,0.881961,0.090531655,0.019261785,2
122b47acc,0.0014303786,0.2886291,0.7068144,0.0031260687,3
21f4a6abf,0.3672629,0.20750663,0.08692503,0.3383054,1
166345ac8,0.073180676,0.16665414,0.13067222,0.62949294,4
a87f5839e,0.107158594,0.41743505,0.33217478,0.14323162,2
5a358b56f,0.11976505,0.7131566,0.11305468,0.05402364,2
4c1981df1,0.014648554,0.024920482,0.007440462,0.9529906,4
03edf613f,0.16652362,0.010756013,0.010239648,0.81248075,4
888c22eb5,0.047563847,0.17424603,0.20219311,0.575997,4
f64f8a464,0.18438835,0.49266818,0.14108846,0.18185505,2
44ddc2e22,0.1816171,0.48918694,0.17817633,0.15101962,2
8b9d9a18b,0.011422892,0.7394062,0.24352643,0.0056443517,2
f2be40d43,0.24322525,0.22286685,0.10098596,0.43292195,4
4036e0e12,0.0030464835,0.0074795517,0.10798207,0.88149196,4
21206933c,0.12168861,0.15460114,0.16233392,0.56137633,4
aa3409a07,0.22817215,0.05236763,0.03312583,0.6863344,4
a6cbd39c2,0.028386954,0.5171192,0.3611534,0.09334045,2
7611934a0,0.1650564,0.5398341,0.2739611,0.021148393,2
e9cfb355a,0.020162415,0.010735447,0.023900691,0.94520146,4
02fee7295,0.026401708,0.91250676,0.04593867,0.015152817,2
79f41f755,0.0074684327,0.9811323,0.009749571,0.0016495938,2
65266fe36,0.008855495,0.011151495,0.06238891,0.91760415,4
7d6847fba,0.15572791,0.58126694,0.26054186,0.0024632937,2
a0c332aaf,0.3913216,0.5007549,0.07655746,0.03136604,2
f87489d3e,0.19057941,0.6752772,0.11240844,0.021734973,2
53964c5d0,0.012916617,0.034975573,0.080796294,0.8713115,4
7e8bab7a5,0.27652514,0.3214525,0.28044605,0.12157634,2
16002dd9b,0.3268395,0.394512,0.050401058,0.22824745,2
382d948b1,0.14490612,0.5873661,0.2325818,0.035146028,2
3083ab744,0.046853922,0.1308251,0.057879332,0.76444167,4
cd7ee75c5,0.23058578,0.31919757,0.16986442,0.28035223,2
3fbc4677d,0.3838247,0.29597148,0.2846133,0.03559049,1
6bd434dc9,0.7357607,0.14234792,0.04614249,0.07574889,1
ec8c5413b,0.30927896,0.2678248,0.15883277,0.26406345,1
c5b782f4e,0.4032031,0.3126445,0.118509084,0.16564335,1
705a6dffe,0.16693357,0.0886306,0.13850692,0.6059289,4
a7f58a6e4,0.010853967,0.120455205,0.70473,0.1639609,3
e1f08c5b2,0.104921736,0.10741978,0.15567195,0.63198656,4
eda8eecc6,0.041677114,0.12794714,0.28539965,0.5449761,4
de97498e6,0.01539573,0.04561378,0.10395591,0.8350346,4
0cce7d218,0.2552759,0.2526259,0.07402983,0.41806832,4
e3b6b7d2e,0.020891111,0.0051895864,0.009423255,0.9644961,4
ba54e88a9,0.17077488,0.1598537,0.30994946,0.35942197,4
0b817da84,0.01673137,0.05628305,0.05376617,0.8732194,4
000fb9572,0.10157504,0.23736888,0.15802656,0.5030296,4
460edc419,0.078805394,0.3950587,0.2630445,0.26309144,2
d66a55b13,0.0040811775,0.97684187,0.017287338,0.0017896133,2
331a745e8,0.413054,0.48712724,0.09227459,0.007544094,2
fde58f7fa,0.41575027,0.40712467,0.11739333,0.05973174,1
33ddc2011,0.045092795,0.18756898,0.34237382,0.42496437,4
b7df87757,0.31156173,0.24604632,0.094702385,0.34768957,4
53bcfd67d,0.19874568,0.7000067,0.07092555,0.03032205,2
a19eea86b,0.28791234,0.24336544,0.11466052,0.35406172,4
f70251906,0.018901624,0.07347917,0.89156324,0.016056022,3
b268202d8,0.102472104,0.19268984,0.07528567,0.62955236,4
29193bf76,0.14198379,0.5528253,0.18016353,0.12502739,2
c85f29411,0.11305374,0.07012813,0.1373131,0.67950505,4
355cc5db7,0.12309605,0.08430878,0.011598747,0.7809964,4
f93283e0c,0.20364232,0.41264218,0.19680773,0.18690772,2
dba5f0e5c,0.24740021,0.6173635,0.13078418,0.004452072,2
28ce3c3ea,0.3635158,0.34811363,0.28356168,0.004808885,1
27c5bfcf1,0.000896817,0.0116190035,0.9808239,0.006660369,3
28ef05fe6,0.002342998,0.0017466706,0.003145388,0.992765,4
f27a94272,0.025816318,0.067398876,0.05370832,0.8530766,4
4d3e3a146,0.62529457,0.17047289,0.08541656,0.11881594,1
f98750599,0.022856837,0.9215844,0.05009083,0.0054679187,2
6cfd5f1b5,0.006270254,0.01318623,0.019716315,0.9608271,4
69f4a00df,0.32555518,0.38745907,0.25950664,0.027479138,2
12653b9bc,0.31378704,0.55759144,0.11572985,0.01289169,2
a963b8732,0.051597036,0.53093624,0.17797998,0.23948677,2
a3cc5de2b,0.0038340036,0.02242459,0.0983477,0.8753938,4
706d1c836,0.3531364,0.34917837,0.2917613,0.0059238956,1
4c6048341,0.33434376,0.5629952,0.10132505,0.0013360555,2
32ad56035,0.049687333,0.05626366,0.15875699,0.73529196,4
1663d062c,0.5722886,0.2128125,0.060143888,0.15475507,1
742cced96,0.06217054,0.4212803,0.29642296,0.22012617,2
b16b24c21,0.011457207,0.004458159,0.011620702,0.9724639,4
0ed23a049,0.07417322,0.6824225,0.22771905,0.015685221,2
200a0df49,0.009566341,0.22196247,0.37347785,0.3949934,4
a99e4b365,0.45826748,0.1982798,0.015752155,0.32770056,1
ecd574ddb,0.019562444,0.2219701,0.7313141,0.027153365,3
560232264,0.0045560915,0.011152349,0.012217311,0.9720743,4
cae004390,0.26586795,0.24267791,0.21134542,0.28010866,4
1927c2ed2,0.43474892,0.29413933,0.13735278,0.133759,1
403cf8d32,0.23929705,0.58694124,0.16220511,0.01155664,2
41487b069,0.24313885,0.63437724,0.12030602,0.0021778722,2
53f434ae8,0.00068018446,0.10661424,0.8890873,0.0036182369,3
8d047d078,0.6649763,0.256292,0.018161817,0.06056998,1
8cd96bf75,0.32549277,0.286161,0.18284428,0.20550193,1
04af86059,0.557293,0.237887,0.080041796,0.12477815,1
a4c8f64c1,0.16814321,0.23732631,0.4058095,0.188721,3
b533529a6,0.02269048,0.15889694,0.8132072,0.0052053644,3
d870d5767,0.16468614,0.23304571,0.5613735,0.040894743,3
7e1af1787,0.084775485,0.42801395,0.15231864,0.33489186,2
00c71a320,0.44587237,0.54235005,0.010540227,0.0012373353,2
27a7a1795,0.07213241,0.72634,0.1975889,0.0039386065,2
65f311c09,0.5530591,0.17133313,0.16738896,0.10821876,1
5b3559bf2,0.17533599,0.27699244,0.19855945,0.34911215,4
e87214dd2,0.10789141,0.21547261,0.23393945,0.44269648,4
49fac4dc6,0.05474391,0.26922914,0.64871925,0.027307732,3
457de178d,0.09536211,0.75060296,0.14942412,0.0046108244,2
e8ee48e12,0.08013731,0.060339347,0.078078605,0.7814448,4
b102f525b,0.008545353,0.10291745,0.5697595,0.31877768,3
83dff4077,0.25285533,0.49996674,0.12537907,0.12179895,2
283ce4b9b,0.2451368,0.22859935,0.48344144,0.042822447,3
3e6fa700b,0.009552271,0.004532186,0.012323308,0.9735922,4
14084c784,0.18131264,0.41722876,0.086311355,0.31514722,2
5f19552c0,0.05025877,0.4046612,0.15007748,0.39500254,2
01c202740,0.33892128,0.29382053,0.21855506,0.14870305,1
076ec7e18,0.06988695,0.59309065,0.27508196,0.0619404,2
2fc5c49c1,0.053458963,0.48038083,0.2060371,0.260123,2
bb0dddcf2,0.5416247,0.296509,0.156836,0.0050303354,1
207c24fd3,0.15531366,0.10026082,0.38019967,0.36422586,3
71419d422,0.054434005,0.14689456,0.016116777,0.78255475,4
86c08e68b,0.38641778,0.21905024,0.10628399,0.28824797,1
9a798bc44,0.3238495,0.55078834,0.10627882,0.01908335,2
076a67405,0.038518593,0.023939729,0.04253504,0.8950067,4
9c70eee7b,0.27138397,0.31208408,0.11877422,0.2977577,2
f19658d12,0.038024846,0.87856823,0.06627988,0.017127074,2
dfb0b0928,0.08304647,0.38942218,0.07666863,0.45086274,4
009239f92,0.19300844,0.18369795,0.29984644,0.32344708,4
e7dca0b2b,0.19867842,0.24397668,0.095123455,0.46222147,4
ac7edef88,0.2855006,0.34771988,0.17600907,0.19077045,2
a2c44393c,0.24640416,0.3706008,0.12078637,0.2622087,2
fb82bfecd,0.049489938,0.8674632,0.076309256,0.0067376294,2
32ac38a9f,0.056636047,0.17972884,0.39063713,0.372998,3
037b1c131,0.11079493,0.66337687,0.20776474,0.018063484,2
b7d2f8186,0.24032225,0.7303019,0.02891174,0.00046412513,2
3a88e6c8f,0.108921394,0.2498108,0.23285946,0.40840828,4
1cdb5d61f,0.39351076,0.3344838,0.24886988,0.02313552,1
791e6dc19,0.62913483,0.16398506,0.06536418,0.14151596,1
b2566d195,0.08488531,0.22287261,0.37647623,0.31576586,3
2ece6b26b,0.07331515,0.68232197,0.16257502,0.08178789,2
9bb035799,0.019022653,0.04287326,0.25867432,0.6794298,4
642b0dbac,0.022087444,0.06978853,0.104050085,0.804074,4
97e47e7c0,0.025591712,0.89075077,0.077673785,0.005983723,2
a8ba4dfa1,0.23325233,0.24314314,0.1691769,0.35442764,4
443682c9f,0.38140768,0.43393394,0.1774517,0.007206644,2
de445d837,0.021214765,0.033294186,0.05505792,0.8904332,4
648727065,0.2432211,0.37543666,0.1271474,0.2541948,2
3f3962d65,0.23737665,0.19789833,0.5356155,0.029109508,3
edb154f1c,0.44182852,0.45727053,0.09201526,0.008885793,2
f4948a23d,0.0681361,0.16230704,0.27034798,0.49920893,4
ece99daf7,0.22726361,0.296973,0.091634244,0.38412908,4
c0858dfca,0.4457031,0.22047403,0.14696692,0.18685596,1
f3b29563b,0.03712098,0.03303311,0.0249909,0.9048551,4
92c42a055,0.68292475,0.27843863,0.033369828,0.005266856,1
8e7c16add,0.057293605,0.104182005,0.79530656,0.04321785,3
46d9b2934,0.15748306,0.81751436,0.022143167,0.002859458,2
23379775f,0.0041691265,0.045977976,0.9461477,0.0037052066,3
6d1d7bcd8,0.11427734,0.4817861,0.40227455,0.001662005,2
6c736e9c1,0.00078422704,0.008803619,0.9892041,0.0012080809,3
f69bd4b27,0.117231995,0.059926037,0.37200642,0.45083562,4
e9ec4d543,0.22337608,0.5506909,0.1402468,0.08568627,2
0b01864e2,0.13276042,0.24122469,0.0509238,0.5750911,4
3a7bcfea4,0.13283841,0.06388379,0.6879016,0.11537618,3
a2c9be724,0.37238345,0.36918348,0.10141699,0.15701614,1
82a97cd8d,0.0050201747,0.005029917,0.006266292,0.98368365,4
199fd5d5f,0.22963636,0.19117603,0.2503359,0.3288517,4
f000f169a,0.45018864,0.22521143,0.10040118,0.22419879,1
8eece1c0c,0.66741145,0.23714767,0.049391303,0.04604959,1
29ffe21fe,0.34267762,0.16549382,0.47906432,0.012764276,3
cb474120b,0.09681716,0.15387395,0.22634162,0.5229672,4
d9033fea0,0.15864359,0.2900583,0.49426523,0.05703289,3
eee0b299c,0.011857105,0.2678937,0.69557303,0.024676118,3
8f32c880e,0.04175421,0.21120413,0.6101287,0.13691294,3
3695274de,0.022966653,0.060357437,0.0780447,0.83863115,4
0cdb80095,0.12991995,0.59956443,0.1658616,0.10465404,2
b63d76ef4,0.12257389,0.2119814,0.3800915,0.28535318,3
e27ac6865,0.04488501,0.30296206,0.64806217,0.0040907944,3
d42b92c05,0.0009677075,0.07126271,0.9263434,0.0014261904,3
22d9719f8,0.39592123,0.1818576,0.06746702,0.35475415,1
9feae89ad,0.055767026,0.9223358,0.018120285,0.0037768814,2
4792b6d06,0.4912853,0.3927419,0.082844034,0.033128772,1
8ccaceef5,0.14875583,0.52936006,0.10595692,0.21592714,2
bc2fdee71,0.028100798,0.6920672,0.26956117,0.010270863,2
984efb177,0.32923722,0.39317805,0.11723272,0.16035207,2
f5bbf322d,0.10556202,0.25113758,0.42630413,0.2169962,3
f5d7daf1a,0.1413046,0.29778862,0.24237345,0.3185333,4
1cd970978,0.6349307,0.2678721,0.09193504,0.005262176,1
07558410c,0.04927151,0.7391007,0.18698713,0.02464059,2
abe9e2d91,0.31910047,0.5602404,0.07550501,0.045154177,2
90489eccb,0.01656658,0.9435317,0.035718333,0.0041833655,2
8054aad26,0.17755091,0.24900934,0.22468601,0.34875372,4
adb97bde0,0.07779225,0.049925152,0.043056704,0.82922596,4
97f0a97ef,0.05372213,0.1461879,0.73428017,0.06580981,3
092fa68bd,0.015947785,0.36434463,0.6061695,0.013538085,3
e488a36cf,0.011764934,0.9802107,0.0056804544,0.0023439084,2
081c2daa0,0.18285906,0.52378875,0.2745783,0.01877389,2
3a9efa973,0.6555948,0.3242519,0.013577796,0.006575434,1
906083f6c,0.05229577,0.2883575,0.5442651,0.11508166,3
02468e968,0.12366201,0.59707755,0.21137933,0.06788109,2
fd8f64c6d,0.4524529,0.47778615,0.064960994,0.0047998945,2
89bec6af3,0.16799797,0.32212248,0.1707029,0.33917663,4
872d79999,0.32066137,0.6055633,0.061252408,0.012522977,2
73a17e201,0.41817215,0.35163936,0.11835036,0.111838154,1
176ef71db,0.17209321,0.15792552,0.30070215,0.36927912,4
094c2c3bf,0.14345738,0.55026996,0.17211504,0.13415761,2
b560efa40,0.044414707,0.21186684,0.35261926,0.39109918,4
940b0ad69,0.85328907,0.110516116,0.030086135,0.0061086705,1
a40116bf1,0.012017415,0.02774249,0.040768925,0.9194712,4
5c4742e35,0.043837074,0.1379302,0.021210613,0.7970221,4
16472756f,0.08199275,0.294646,0.36082438,0.26253688,3
d2dbe8b09,0.103786506,0.10592651,0.18658254,0.6037045,4
f555570eb,0.23514558,0.1433952,0.09341039,0.5280489,4
fc8c8d169,0.19169386,0.19827637,0.23366728,0.3763625,4
ff125cf8d,0.51653653,0.38980198,0.071481,0.022180466,1
e617dd078,0.43546274,0.21377307,0.09112328,0.25964096,1
0fe8ffc8e,0.2508403,0.2948609,0.0994709,0.35482788,4
c05adb8fe,0.27467442,0.6130842,0.0857101,0.026531285,2
79ef1fd27,0.076502964,0.179156,0.26887706,0.47546402,4
ded8d95c0,0.018291263,0.0120064095,0.011160616,0.95854175,4
60f9fee55,0.39382026,0.28304976,0.13808769,0.18504226,1
feb06d776,0.39096195,0.35086036,0.109399594,0.14877802,1
357707ba7,0.04595444,0.09289455,0.12721847,0.7339326,4
734123308,0.029400257,0.009311083,0.03887992,0.9224088,4
1cc98ed1d,0.39637494,0.2578769,0.09381264,0.2519355,1
9fe96f804,0.08981627,0.5471762,0.23784962,0.12515791,2
bc4b95345,0.10502191,0.03228388,0.049889483,0.8128047,4
3163e9acf,0.023167707,0.20819335,0.06065805,0.70798093,4
8f22842c0,0.042555116,0.069472015,0.09915461,0.78881824,4
e998d6d60,0.41461957,0.29883605,0.100099005,0.18644542,1
e6b28fc29,0.1665447,0.5293391,0.056726567,0.24738964,2
a55f8d58a,0.25746316,0.30145857,0.09613999,0.34493834,4
8b6690d89,0.06683836,0.66248924,0.13718238,0.13349001,2
3666cdd80,0.31291622,0.3849776,0.11529675,0.18680947,2
a8c555240,0.21137215,0.46042407,0.2265105,0.1016932,2
7f771cce5,0.38763583,0.2694268,0.096431516,0.24650592,1
951352bea,0.42527378,0.4061622,0.13033754,0.03822648,1
39b3fe88f,0.033713166,0.33313,0.16970888,0.463448,4
1da4026cd,0.06299881,0.020874634,0.2260637,0.6900628,4
9e1caf559,0.3523287,0.33750507,0.092514746,0.21765149,1
4f75e3aa2,0.018620975,0.02507555,0.047680642,0.90862286,4
fa73b1181,0.026087394,0.3986343,0.51085603,0.06442222,3
37a8dcdce,0.05619211,0.31437424,0.41957766,0.20985599,3
4ffbe0538,0.006558872,0.9447172,0.047287904,0.0014360178,2
80cedf6b9,0.069603525,0.028411705,0.045262646,0.85672206,4
b96e5f6a6,0.0017825569,0.02015103,0.97579837,0.0022680473,3
7630f3d6c,0.25621146,0.55614156,0.15236653,0.035280462,2
cfd4c95d9,0.17087793,0.11761382,0.06729894,0.64420927,4
630fe24e7,0.048940856,0.14938784,0.1885433,0.613128,4
c504cbfd4,0.08816732,0.100794464,0.05277282,0.7582654,4
51a0d55ba,0.26757056,0.29536602,0.16399483,0.27306864,2
dae13a47e,0.7407435,0.12704368,0.047874432,0.08433832,1
fe1edf930,0.06913964,0.046388507,0.35566276,0.5288091,4
206db8d8d,0.0021915226,0.0018485904,0.00365844,0.99230146,4
dc4e92b83,0.00571706,0.018007543,0.028306043,0.94796944,4
245434d5d,0.09781845,0.2894724,0.5708953,0.041813888,3
05ab54e3c,0.04780085,0.22680497,0.55850863,0.1668855,3
e0e392bfb,0.047333285,0.47051898,0.27827054,0.20387715,2
d596aea32,0.008883937,0.61778617,0.3669125,0.006417343,2
377d9bef6,0.034278046,0.036429532,0.1026349,0.82665753,4
35bb8ee8f,0.032445353,0.2942863,0.13372205,0.5395463,4
ecba82fc3,0.0017977854,0.9674617,0.030525768,0.00021472099,2
7daf7af9c,0.37268156,0.3034205,0.14444692,0.17945102,1
382b4212b,0.015825827,0.0205754,0.03177464,0.93182415,4
a72ca4ed6,0.13600898,0.069367535,0.031739447,0.76288396,4
467aed7e3,0.09191262,0.5882312,0.19579855,0.12405762,2
800680beb,0.19579048,0.097417906,0.6554657,0.05132596,3
5b73a7ea8,0.000710213,0.32864177,0.66785985,0.0027882,3
63adeea51,0.29840058,0.08731714,0.4852408,0.12904148,3
b869dec56,0.006627411,0.5037003,0.47537482,0.014297493,2
ae089cd20,0.048592255,0.33090442,0.5239059,0.096597485,3
9cf741863,0.028617091,0.026610516,0.0686428,0.8761295,4
be579e6ed,0.21725243,0.29937142,0.0827071,0.40066907,4
308a16b6e,0.03629602,0.06838918,0.4822853,0.4130295,3
6c83d00bf,0.0754564,0.22433949,0.037660915,0.6625432,4
d1db8712e,0.09838873,0.2985397,0.49630955,0.106762,3
f3c42e04b,0.0035070158,0.010063328,0.010004001,0.9764257,4
650f2854b,0.670062,0.17652294,0.032759786,0.1206553,1
d22eb6266,0.059778836,0.07919236,0.061335962,0.7996928,4
d1052eb2d,0.32949823,0.5435929,0.11976943,0.007139471,2
31104de48,0.8565011,0.11870809,0.010052243,0.014738546,1
43b277272,0.109535135,0.53658706,0.28628525,0.06759256,2
cb9aa1b3a,0.060018912,0.90869087,0.027841931,0.003448286,2
db4995bf8,0.106988065,0.29688403,0.15975873,0.4363692,4
